#ZVView-data-copy:  27-May-2023 01:11:30
#=======================================
#
#name:   64-GD-158(N,G)64-GD-159,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  190
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          0.35         0.01        0.072        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.9%   
          0.35         0.01        0.072        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.9%   
          0.37         0.01        0.075        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.7%   
          0.37         0.01        0.075        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.7%   
          0.39         0.01        0.076        0.005  # 1991,M.V.Bokhovko+       ## 41225003  #dY:6.6%   
          0.39         0.01        0.076        0.005  # 1993,M.V.Bokhovko+       ## Y0075003  #dY:6.6%   
         0.429       0.0165        0.091        0.005  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.5%   
         0.485       0.0165        0.093        0.005  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.4%   
           0.5         0.04        0.123        0.016  # 1981,J.Voignier+         ## 21619009  #dY:13.0%  
         0.594        0.016        0.082       0.0045  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.5%   
         0.698        0.014        0.082       0.0045  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.5%   
         0.737       0.0225        0.081       0.0045  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.6%   
         0.855       0.0175        0.091        0.005  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.5%   
         0.975         0.01        0.092        0.005  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.4%   
             1        0.035        0.081         0.01  # 1981,J.Voignier+         ## 21619009  #dY:12.3%  
             1            0        0.058        0.006  # 1987,Yu.N.Trofimov       ## 41001027  #dY:10.3%  
         1.063        0.016        0.099       0.0055  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.6%   
          1.24        0.014        0.092        0.005  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.4%   
         1.587        0.015        0.071        0.004  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.6%   
         1.878       0.0175        0.066       0.0035  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.3%   
         2.148         0.03        0.058        0.003  # 1968,D.C.Stupegia+       ## 11624010  #dY:5.2%   
           2.5         0.03        0.036        0.005  # 1981,J.Voignier+         ## 21619009  #dY:13.9%  
             3          0.1       0.0104        0.002  # 1967,G.Peto+             ## 30031023  #dY:19.2%  
          14.8            0      0.00341            0  # 1961,E.Bramlitt+         ## 11880009             
//
#-------------------------------------------------------------------------------
#
#name:   64-GD-158(N,2N)64-GD-157,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  14
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          8.44        0.135        0.093        0.015  # 2016,J.Frehaut+          ## 20416105  #dY:16.1%  
          8.94        0.125        0.437        0.035  # 2016,J.Frehaut+          ## 20416105  #dY:8.0%   
          9.44        0.115        0.813        0.054  # 2016,J.Frehaut+          ## 20416105  #dY:6.6%   
          9.93         0.11        1.138        0.083  # 2016,J.Frehaut+          ## 20416105  #dY:7.3%   
         10.42          0.1        1.303        0.079  # 2016,J.Frehaut+          ## 20416105  #dY:6.1%   
         10.91        0.095        1.453        0.102  # 2016,J.Frehaut+          ## 20416105  #dY:7.0%   
          11.4         0.09        1.568        0.101  # 2016,J.Frehaut+          ## 20416105  #dY:6.4%   
         11.88        0.085        1.592        0.133  # 2016,J.Frehaut+          ## 20416105  #dY:8.4%   
         12.36        0.085        1.652        0.101  # 2016,J.Frehaut+          ## 20416105  #dY:6.1%   
         12.85         0.08        1.738        0.144  # 2016,J.Frehaut+          ## 20416105  #dY:8.3%   
         13.33        0.075        1.802        0.123  # 2016,J.Frehaut+          ## 20416105  #dY:6.8%   
          13.8        0.075        1.844        0.144  # 2016,J.Frehaut+          ## 20416105  #dY:7.8%   
         14.28         0.07        1.856        0.145  # 2016,J.Frehaut+          ## 20416105  #dY:7.8%   
         14.76        0.065        1.846        0.145  # 2016,J.Frehaut+          ## 20416105  #dY:7.9%   
//
#-------------------------------------------------------------------------------
#
#name:   64-GD-158(N,P)63-EU-158,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  7
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          13.5          0.2       0.0019       0.0001  # 2005,Pu Zhong-Sheng+     ## 31621003  #dY:5.3%   
          13.5          0.2       0.0019       0.0001  # 2010,Junhua Luo+         ## 32680007  #dY:5.3%   
          14.1          0.1       0.0021       0.0001  # 2005,Pu Zhong-Sheng+     ## 31621003  #dY:4.8%   
          14.1          0.2       0.0021       0.0001  # 2010,Junhua Luo+         ## 32680007  #dY:4.8%   
          14.6          0.2       0.0035       0.0001  # 2005,Pu Zhong-Sheng+     ## 31621003  #dY:2.9%   
          14.7        0.075       0.0026       0.0006  # 1971,E.Havlik            ## 20509013  #dY:23.1%  
          14.8          0.2       0.0029       0.0001  # 2010,Junhua Luo+         ## 32680007  #dY:3.4%   
//
#-------------------------------------------------------------------------------
#
#name:   64-GD-158(N,A)62-SM-155,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  6
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
          14.2          0.1       0.0024       0.0004  # 1969,P.Rama Prasad+      ## 30051016  #dY:16.7%  
          14.2          0.1       0.0021       0.0004  # 1981,N.Lakshmana Das+    ## 30605002  #dY:19.0%  
          14.7        0.075      0.00218      0.00052  # 1971,E.Havlik            ## 20509014  #dY:23.9%  
          14.7          0.3      0.00122      0.00038  # 1984,S.M.Qaim            ## 21997023  #dY:31.1%  
          14.8          0.2        0.001       0.0003  # 2010,Junhua Luo+         ## 32680008  #dY:30.0%  
         14.87         0.09      0.00089      0.00045  # 1998,H.Sakane+           ## 22428009  #dY:50.6%  
//
#-------------------------------------------------------------------------------
#
#name:   64-GD-158(N,G)64-GD-159,,SIG,,AV
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  24
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         0.004        0.001       0.9231     0.071079  # 1995,K.Wisshak+          ## 22386013  #dY:7.7%   
       0.00625      0.00125       0.7227     0.025294  # 1995,K.Wisshak+          ## 22386013  #dY:3.5%   
       0.00875      0.00125       0.5862     0.017586  # 1995,K.Wisshak+          ## 22386013  #dY:3.0%   
       0.01125      0.00125       0.5098     0.011216  # 1995,K.Wisshak+          ## 22386013  #dY:2.2%   
       0.01375      0.00125       0.4647    0.0088293  # 1995,K.Wisshak+          ## 22386013  #dY:1.9%   
        0.0175       0.0025       0.4264    0.0046904  # 1995,K.Wisshak+          ## 22386013  #dY:1.1%   
          0.02        0.005        0.398     0.030646  # 2007,W.-Ch.Chung+        ## 23080003  #dY:7.7%   
        0.0225       0.0025       0.3992     0.003992  # 1995,K.Wisshak+          ## 22386013  #dY:1.0%   
        0.0275       0.0025        0.344     0.002752  # 1995,K.Wisshak+          ## 22386013  #dY:0.8%   
          0.03        0.005        0.294     0.018522  # 2007,W.-Ch.Chung+        ## 23080003  #dY:6.3%   
         0.035        0.005       0.3079    0.0018474  # 1995,K.Wisshak+          ## 22386013  #dY:0.6%   
          0.04        0.005        0.274     0.015892  # 2007,W.-Ch.Chung+        ## 23080003  #dY:5.8%   
         0.045        0.005       0.2757    0.0016542  # 1995,K.Wisshak+          ## 22386013  #dY:0.6%   
          0.05        0.005         0.25       0.0145  # 2007,W.-Ch.Chung+        ## 23080003  #dY:5.8%   
         0.055        0.005       0.2487    0.0014922  # 1995,K.Wisshak+          ## 22386013  #dY:0.6%   
          0.06        0.005        0.241     0.013978  # 2007,W.-Ch.Chung+        ## 23080003  #dY:5.8%   
          0.07         0.01       0.2239    0.0011195  # 1995,K.Wisshak+          ## 22386013  #dY:0.5%   
        0.0815       0.0165        0.224     0.012544  # 2007,W.-Ch.Chung+        ## 23080003  #dY:5.6%   
          0.09         0.01       0.1555     0.000933  # 1995,K.Wisshak+          ## 22386013  #dY:0.6%   
          0.11         0.01       0.1334    0.0009338  # 1995,K.Wisshak+          ## 22386013  #dY:0.7%   
         0.135        0.015       0.1113     0.001113  # 1995,K.Wisshak+          ## 22386013  #dY:1.0%   
        0.1625       0.0125      0.09368    0.0011242  # 1995,K.Wisshak+          ## 22386013  #dY:1.2%   
        0.1875       0.0125      0.08886    0.0010663  # 1995,K.Wisshak+          ## 22386013  #dY:1.2%   
        0.2125       0.0125      0.08607    0.0013771  # 1995,K.Wisshak+          ## 22386013  #dY:1.6%   
//
#-------------------------------------------------------------------------------
#
#name:   ENDF/B-VIII.0: GD-158(N,EL)GD-158-L0
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  2
#ldata:  14481
#data...
#            X            Y
#          MeV        barns
         1e-11      26.0928 
   1.10304e-11      24.8952 
   1.21669e-11      23.7575 
   1.35153e-11      22.6014 
   1.50122e-11      21.5083 
   1.66759e-11      20.4738 
   1.85229e-11      19.4962 
   2.05756e-11      18.5718 
   2.28546e-11      17.6989 
   2.53873e-11      16.8742 
   2.81993e-11      16.0962 
   3.13243e-11       15.362 
   3.47938e-11      14.6701 
   3.86497e-11       14.018 
   4.29306e-11      13.4044 
