#ZVView-data-copy:  30-May-2023 21:38:21
#=======================================
#
#name:   29-CU-65(N,2N)29-CU-64,,SIG
#X.axis: Incident Energy
#Y.axis: Cross Section
#wdata:  4
#ldata:  250
#data...
#            X         +-dX            Y         +-dY  # Comments...
#          MeV          MeV        barns        barns  # Year,Author(s)           ## EXFOR-ID
         14.68         0.03        0.981         0.03  # 1966,D.C.Santry+         ## 11776007  #dY:3.1%   
         14.69            0       0.9793       0.0679  # 2007,M.A.Hafiz           ## 31598003  #dY:6.9%   
          14.7         0.15        0.926         0.06  # 1972,S.M.Qaim            ## 20536009  #dY:6.5%   
          14.7        0.075        0.866        0.035  # 1968,H.K.Vonach+         ## 20815017  #dY:4.0%   
          14.7         0.15            1        0.025  # 1964,C.G.Bonazzola+      ## 20888006  #dY:2.5%   
          14.7          0.1        0.958        0.054  # 1969,D.Crumpton+         ## 20930003  #dY:5.6%   
          14.7            0         0.92         0.01  # 1994,Y.Ikeda+            ## 22547004  #dY:1.1%   
         14.71            0         1.71         0.17  # 1960,J.H.Mc Crary+       ## 11268005  #dY:9.9%   
         14.71         0.07        0.954        0.058  # 1980,P.N.Ngoc+           ## 30562018  #dY:6.1%   
         14.71            0        1.006        0.063  # 1994,N.I.Molla+          ## 31449009  #dY:6.3%   
         14.71            0       0.9607       0.0632  # 2007,M.A.Hafiz           ## 31598003  #dY:6.6%   
         14.74        0.162        0.924     0.045276  # 1987,J.W.Meadows+        ## 12969019  #dY:4.9%   
         14.76        0.065        0.871        0.052  # 2016,J.Frehaut+          ## 20416082  #dY:6.0%   
         14.77        0.125        0.995         0.07  # 1962,R.N.Glover+         ## 31107005  #dY:7.0%   
         14.78          0.1        1.043       0.0304  # 1973,J.C.Robertson+      ## 20799015  #dY:2.9%   
         14.78            0         0.98        0.059  # 1982,J.Csikai            ## 30640006  #dY:6.0%   
         14.78            0        0.967     0.049897  # 2016,A.A.Filatenkov      ## 41614032  #dY:5.2%   
          14.8          0.9        0.954         0.13  # 1959,A.Poularikas+       ## 11484013  #dY:13.6%  
          14.8         0.05         0.97        0.056  # 1986,F.Ghanbari+         ## 12950004  #dY:5.8%   
          14.8         0.05        0.968         0.02  # 1986,F.Ghanbari+         ## 12950005  #dY:2.1%   
          14.8            0        1.005         0.06  # 1969,A.Chatterjee+       ## 30612008  #dY:6.0%   
          14.8            0      0.85041      0.10366  # 2006,A.K.M.Harun-Ar-Ra   ## 31600006  #dY:12.2%  
         14.81         0.31        0.968        0.039  # 1961,R.J.Prestwood+      ## 11645007  #dY:4.0%   
        14.822         0.26        0.961       0.0144  # 1983,G.Winkler+          ## 21912002  #dY:1.5%   
         14.92         0.02       1.0308      0.11772  # 2022,A.Gandhi+           ## 33163004  #dY:11.4%  
         14.93         0.36        0.975        0.039  # 1961,R.J.Prestwood+      ## 11645007  #dY:4.0%   
         14.94            0        0.961        0.062  # 1988,Y.Ikeda+            ## 22089050  #dY:6.5%   
         14.95            0         1.62         0.16  # 1960,J.H.Mc Crary+       ## 11268005  #dY:9.9%   
         14.99        0.135        0.986        0.069  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
            15          0.4        0.869        0.104  # 1960,M.J.Depraz+         ## 21419007  #dY:12.0%  
            15            0         0.96         0.02  # 1994,Y.Ikeda+            ## 22547004  #dY:2.1%   
         15.18         0.13        1.007         0.07  # 1965,A.Paulsen+          ## 20386003  #dY:7.0%   
          15.2         0.25        1.028            0  # 1962,L.A.Rayburn         ## 11780003             
